,year,month,ticket_geo_region_name,ticket_taxonomy_tag_name,No_of_tickets
1682,2018,9,Friuli Venezia Giulia,Installazione tende da sole,1
1683,2018,9,Friuli Venezia Giulia,Installazione zanzariera,8
1684,2018,9,Friuli Venezia Giulia,Lezioni di inglese,60
1685,2018,9,Friuli Venezia Giulia,Personal trainer,69
1686,2018,9,Friuli Venezia Giulia,Psicologo,31
1687,2018,9,Friuli Venezia Giulia,Sgombero cantine e soffitte,13
1688,2018,9,Lazio,Aria Condizionata,96
1689,2018,9,Lazio,Cura giardino,131
1690,2018,9,Lazio,Imbianchino,216
1691,2018,9,Lazio,Installazione pannelli solari,16
1692,2018,9,Lazio,Installazione piscina,6
1693,2018,9,Lazio,Installazione tende da sole,12
1694,2018,9,Lazio,Installazione zanzariera,34
1695,2018,9,Lazio,Lezioni di inglese,332
1696,2018,9,Lazio,Personal trainer,462
1697,2018,9,Lazio,Psicologo,247
1698,2018,9,Lazio,Riparazione console videogiochi,20
1699,2018,9,Lazio,Sgombero cantine e soffitte,30
1700,2018,9,Liguria,Aria Condizionata,61
1701,2018,9,Liguria,Cura giardino,15
1702,2018,9,Liguria,Imbianchino,30
1703,2018,9,Liguria,Installazione pannelli solari,6
1704,2018,9,Liguria,Installazione piscina,2
1705,2018,9,Liguria,Installazione tende da sole,8
1706,2018,9,Liguria,Installazione zanzariera,3
1707,2018,9,Liguria,Lezioni di inglese,83
1708,2018,9,Liguria,Personal trainer,87
1709,2018,9,Liguria,Psicologo,52
1710,2018,9,Liguria,Riparazione console videogiochi,3
1711,2018,9,Liguria,Sgombero cantine e soffitte,9
1712,2018,9,Lombardia,Aria Condizionata,230
1713,2018,9,Lombardia,Cura giardino,237
1714,2018,9,Lombardia,Imbianchino,507
1715,2018,9,Lombardia,Installazione pannelli solari,18
1716,2018,9,Lombardia,Installazione piscina,22
1717,2018,9,Lombardia,Installazione tende da sole,32
1718,2018,9,Lombardia,Installazione zanzariera,157
1719,2018,9,Lombardia,Lezioni di inglese,843
1720,2018,9,Lombardia,Personal trainer,877
1721,2018,9,Lombardia,Psicologo,439
1722,2018,9,Lombardia,Riparazione console videogiochi,38
1723,2018,9,Lombardia,Sgombero cantine e soffitte,53
1724,2018,9,Marche,Aria Condizionata,11
1725,2018,9,Marche,Cura giardino,10
1726,2018,9,Marche,Imbianchino,41
1727,2018,9,Marche,Installazione pannelli solari,1
1728,2018,9,Marche,Installazione piscina,3
1729,2018,9,Marche,Installazione tende da sole,6
1730,2018,9,Marche,Installazione zanzariera,6
1731,2018,9,Marche,Lezioni di inglese,69
1732,2018,9,Marche,Personal trainer,96
1733,2018,9,Marche,Psicologo,44
1734,2018,9,Marche,Riparazione console videogiochi,1
1735,2018,9,Marche,Sgombero cantine e soffitte,4
1736,2018,9,Molise,Aria Condizionata,2
1737,2018,9,Molise,Cura giardino,2
1738,2018,9,Molise,Imbianchino,6
1739,2018,9,Molise,Installazione zanzariera,1
1740,2018,9,Molise,Lezioni di inglese,9
1741,2018,9,Molise,Personal trainer,10
1742,2018,9,Molise,Psicologo,8
1743,2018,9,Molise,Sgombero cantine e soffitte,1
1744,2018,9,Piemonte,Aria Condizionata,66
1745,2018,9,Piemonte,Cura giardino,79
1746,2018,9,Piemonte,Imbianchino,127
1747,2018,9,Piemonte,Installazione pannelli solari,7
1748,2018,9,Piemonte,Installazione piscina,14
1749,2018,9,Piemonte,Installazione tende da sole,10
1750,2018,9,Piemonte,Installazione zanzariera,34
1751,2018,9,Piemonte,Lezioni di inglese,280
1752,2018,9,Piemonte,Personal trainer,309
1753,2018,9,Piemonte,Psicologo,201
1754,2018,9,Piemonte,Riparazione console videogiochi,4
1755,2018,9,Piemonte,Sgombero cantine e soffitte,14
1756,2018,9,Puglia,Aria Condizionata,27
1757,2018,9,Puglia,Cura giardino,27
1758,2018,9,Puglia,Imbianchino,65
1759,2018,9,Puglia,Installazione pannelli solari,11
1760,2018,9,Puglia,Installazione piscina,19
1761,2018,9,Puglia,Installazione tende da sole,11
1762,2018,9,Puglia,Installazione zanzariera,12
1763,2018,9,Puglia,Lezioni di inglese,197
1764,2018,9,Puglia,Personal trainer,219
1765,2018,9,Puglia,Psicologo,117
1766,2018,9,Puglia,Riparazione console videogiochi,7
1767,2018,9,Puglia,Sgombero cantine e soffitte,1
1768,2018,9,Sardegna,Aria Condizionata,41
1769,2018,9,Sardegna,Cura giardino,16
1770,2018,9,Sardegna,Imbianchino,24
1771,2018,9,Sardegna,Installazione pannelli solari,8
1772,2018,9,Sardegna,Installazione piscina,5
1773,2018,9,Sardegna,Installazione tende da sole,2
1774,2018,9,Sardegna,Installazione zanzariera,7
1775,2018,9,Sardegna,Lezioni di inglese,104
1776,2018,9,Sardegna,Personal trainer,103
1777,2018,9,Sardegna,Psicologo,37
1778,2018,9,Sardegna,Riparazione console videogiochi,4
1779,2018,9,Sardegna,Sgombero cantine e soffitte,6
1780,2018,9,Sicilia,Aria Condizionata,34
1781,2018,9,Sicilia,Cura giardino,40
1782,2018,9,Sicilia,Imbianchino,57
1783,2018,9,Sicilia,Installazione pannelli solari,26
1784,2018,9,Sicilia,Installazione piscina,20
1785,2018,9,Sicilia,Installazione tende da sole,14
1786,2018,9,Sicilia,Installazione zanzariera,11
1787,2018,9,Sicilia,Lezioni di inglese,233
1788,2018,9,Sicilia,Personal trainer,194
1789,2018,9,Sicilia,Psicologo,118
1790,2018,9,Sicilia,Riparazione console videogiochi,12
1791,2018,9,Sicilia,Sgombero cantine e soffitte,3
1792,2018,9,Toscana,Aria Condizionata,89
1793,2018,9,Toscana,Cura giardino,57
1794,2018,9,Toscana,Imbianchino,136
1795,2018,9,Toscana,Installazione pannelli solari,7
1796,2018,9,Toscana,Installazione piscina,4
1797,2018,9,Toscana,Installazione tende da sole,12
1798,2018,9,Toscana,Installazione zanzariera,26
1799,2018,9,Toscana,Lezioni di inglese,280
1800,2018,9,Toscana,Personal trainer,290
1801,2018,9,Toscana,Psicologo,137
1802,2018,9,Toscana,Riparazione console videogiochi,8
1803,2018,9,Toscana,Sgombero cantine e soffitte,9
1804,2018,9,Trentino-Alto Adige,Aria Condizionata,11
1805,2018,9,Trentino-Alto Adige,Cura giardino,5
1806,2018,9,Trentino-Alto Adige,Imbianchino,32
1807,2018,9,Trentino-Alto Adige,Installazione pannelli solari,4
1808,2018,9,Trentino-Alto Adige,Installazione tende da sole,1
1809,2018,9,Trentino-Alto Adige,Installazione zanzariera,10
1810,2018,9,Trentino-Alto Adige,Lezioni di inglese,49
1811,2018,9,Trentino-Alto Adige,Personal trainer,48
1812,2018,9,Trentino-Alto Adige,Psicologo,22
1813,2018,9,Trentino-Alto Adige,Riparazione console videogiochi,4
1814,2018,9,Trentino-Alto Adige,Sgombero cantine e soffitte,2
1815,2018,9,Umbria,Aria Condizionata,7
1816,2018,9,Umbria,Cura giardino,7
1817,2018,9,Umbria,Imbianchino,17
1818,2018,9,Umbria,Installazione pannelli solari,1
1819,2018,9,Umbria,Installazione piscina,3
1820,2018,9,Umbria,Installazione zanzariera,5
1821,2018,9,Umbria,Lezioni di inglese,55
1822,2018,9,Umbria,Personal trainer,74
1823,2018,9,Umbria,Psicologo,33
1824,2018,9,Umbria,Riparazione console videogiochi,1
1825,2018,9,Umbria,Sgombero cantine e soffitte,1
1826,2018,9,Valle d'Aosta,Cura giardino,1
1827,2018,9,Valle d'Aosta,Imbianchino,4
1828,2018,9,Valle d'Aosta,Lezioni di inglese,8
1829,2018,9,Valle d'Aosta,Personal trainer,6
1830,2018,9,Valle d'Aosta,Psicologo,3
1831,2018,9,Valle d'Aosta,Sgombero cantine e soffitte,2
1832,2018,9,Veneto,Aria Condizionata,58
1833,2018,9,Veneto,Cura giardino,113
1834,2018,9,Veneto,Imbianchino,189
1835,2018,9,Veneto,Installazione pannelli solari,11
1836,2018,9,Veneto,Installazione piscina,9
1837,2018,9,Veneto,Installazione tende da sole,16
1838,2018,9,Veneto,Installazione zanzariera,50
1839,2018,9,Veneto,Lezioni di inglese,297
1840,2018,9,Veneto,Personal trainer,294
1841,2018,9,Veneto,Psicologo,149
1842,2018,9,Veneto,Riparazione console videogiochi,14
1843,2018,9,Veneto,Sgombero cantine e soffitte,6
1844,2018,10,Abruzzo,Aria Condizionata,15
1845,2018,10,Abruzzo,Cura giardino,10
1846,2018,10,Abruzzo,Imbianchino,24
1847,2018,10,Abruzzo,Installazione pannelli solari,4
1848,2018,10,Abruzzo,Installazione piscina,3
1849,2018,10,Abruzzo,Installazione tende da sole,2
1850,2018,10,Abruzzo,Installazione zanzariera,1
1851,2018,10,Abruzzo,Lezioni di inglese,71
1852,2018,10,Abruzzo,Personal trainer,50
1853,2018,10,Abruzzo,Psicologo,48
1854,2018,10,Abruzzo,Riparazione console videogiochi,5
1855,2018,10,Abruzzo,Sgombero cantine e soffitte,4
1856,2018,10,Basilicata,Aria Condizionata,1
1857,2018,10,Basilicata,Imbianchino,5
1858,2018,10,Basilicata,Installazione pannelli solari,3
1859,2018,10,Basilicata,Lezioni di inglese,21
1860,2018,10,Basilicata,Personal trainer,8
1861,2018,10,Basilicata,Psicologo,11
1862,2018,10,Calabria,Aria Condizionata,12
1863,2018,10,Calabria,Cura giardino,7
1864,2018,10,Calabria,Imbianchino,15
1865,2018,10,Calabria,Installazione pannelli solari,3
1866,2018,10,Calabria,Installazione piscina,3
1867,2018,10,Calabria,Installazione zanzariera,1
1868,2018,10,Calabria,Lezioni di inglese,62
1869,2018,10,Calabria,Personal trainer,53
1870,2018,10,Calabria,Psicologo,34
1871,2018,10,Calabria,Riparazione console videogiochi,4
1872,2018,10,Calabria,Sgombero cantine e soffitte,1
1873,2018,10,Campania,Aria Condizionata,33
1874,2018,10,Campania,Cura giardino,37
1875,2018,10,Campania,Imbianchino,55
1876,2018,10,Campania,Installazione pannelli solari,5
1877,2018,10,Campania,Installazione piscina,7
1878,2018,10,Campania,Installazione tende da sole,1
1879,2018,10,Campania,Installazione zanzariera,5
1880,2018,10,Campania,Lezioni di inglese,298
1881,2018,10,Campania,Personal trainer,186
1882,2018,10,Campania,Psicologo,178
1883,2018,10,Campania,Riparazione console videogiochi,19
1884,2018,10,Campania,Sgombero cantine e soffitte,1
1885,2018,10,Emilia-Romagna,Aria Condizionata,96
1886,2018,10,Emilia-Romagna,Cura giardino,73
1887,2018,10,Emilia-Romagna,Imbianchino,130
1888,2018,10,Emilia-Romagna,Installazione pannelli solari,17
1889,2018,10,Emilia-Romagna,Installazione piscina,4
1890,2018,10,Emilia-Romagna,Installazione tende da sole,8
1891,2018,10,Emilia-Romagna,Installazione zanzariera,39
1892,2018,10,Emilia-Romagna,Lezioni di inglese,245
1893,2018,10,Emilia-Romagna,Personal trainer,285
1894,2018,10,Emilia-Romagna,Psicologo,168
1895,2018,10,Emilia-Romagna,Riparazione console videogiochi,34
1896,2018,10,Emilia-Romagna,Sgombero cantine e soffitte,8
1897,2018,10,Friuli Venezia Giulia,Aria Condizionata,26
1898,2018,10,Friuli Venezia Giulia,Cura giardino,8
1899,2018,10,Friuli Venezia Giulia,Imbianchino,38
1900,2018,10,Friuli Venezia Giulia,Installazione pannelli solari,3
1901,2018,10,Friuli Venezia Giulia,Installazione piscina,2
1902,2018,10,Friuli Venezia Giulia,Installazione tende da sole,1
1903,2018,10,Friuli Venezia Giulia,Installazione zanzariera,4
1904,2018,10,Friuli Venezia Giulia,Lezioni di inglese,55
1905,2018,10,Friuli Venezia Giulia,Personal trainer,57
1906,2018,10,Friuli Venezia Giulia,Psicologo,33
1907,2018,10,Friuli Venezia Giulia,Riparazione console videogiochi,3
1908,2018,10,Friuli Venezia Giulia,Sgombero cantine e soffitte,6
1909,2018,10,Lazio,Aria Condizionata,97
1910,2018,10,Lazio,Cura giardino,83
1911,2018,10,Lazio,Imbianchino,163
1912,2018,10,Lazio,Installazione pannelli solari,19
1913,2018,10,Lazio,Installazione piscina,9
1914,2018,10,Lazio,Installazione tende da sole,28
1915,2018,10,Lazio,Installazione zanzariera,18
1916,2018,10,Lazio,Lezioni di inglese,276
1917,2018,10,Lazio,Personal trainer,302
1918,2018,10,Lazio,Psicologo,206
1919,2018,10,Lazio,Riparazione console videogiochi,46
1920,2018,10,Lazio,Sgombero cantine e soffitte,17
1921,2018,10,Liguria,Aria Condizionata,59
1922,2018,10,Liguria,Cura giardino,11
1923,2018,10,Liguria,Imbianchino,32
1924,2018,10,Liguria,Installazione pannelli solari,2
1925,2018,10,Liguria,Installazione piscina,2
1926,2018,10,Liguria,Installazione tende da sole,5
1927,2018,10,Liguria,Installazione zanzariera,11
1928,2018,10,Liguria,Lezioni di inglese,68
1929,2018,10,Liguria,Personal trainer,86
1930,2018,10,Liguria,Psicologo,33
1931,2018,10,Liguria,Riparazione console videogiochi,3
1932,2018,10,Liguria,Sgombero cantine e soffitte,5
1933,2018,10,Lombardia,Aria Condizionata,177
1934,2018,10,Lombardia,Cura giardino,151
1935,2018,10,Lombardia,Imbianchino,430
1936,2018,10,Lombardia,Installazione pannelli solari,22
1937,2018,10,Lombardia,Installazione piscina,19
1938,2018,10,Lombardia,Installazione tende da sole,30
1939,2018,10,Lombardia,Installazione zanzariera,76
1940,2018,10,Lombardia,Lezioni di inglese,638
1941,2018,10,Lombardia,Personal trainer,583
1942,2018,10,Lombardia,Psicologo,383
1943,2018,10,Lombardia,Riparazione console videogiochi,36
1944,2018,10,Lombardia,Sgombero cantine e soffitte,44
1945,2018,10,Marche,Aria Condizionata,22
1946,2018,10,Marche,Cura giardino,17
1947,2018,10,Marche,Imbianchino,27
1948,2018,10,Marche,Installazione pannelli solari,3
1949,2018,10,Marche,Installazione piscina,2
1950,2018,10,Marche,Installazione tende da sole,1
1951,2018,10,Marche,Installazione zanzariera,3
1952,2018,10,Marche,Lezioni di inglese,64
1953,2018,10,Marche,Personal trainer,77
1954,2018,10,Marche,Psicologo,48
1955,2018,10,Marche,Sgombero cantine e soffitte,10
1956,2018,10,Molise,Aria Condizionata,2
1957,2018,10,Molise,Cura giardino,1
1958,2018,10,Molise,Imbianchino,3
1959,2018,10,Molise,Lezioni di inglese,4
1960,2018,10,Molise,Personal trainer,10
1961,2018,10,Molise,Psicologo,2
1962,2018,10,Molise,Sgombero cantine e soffitte,1
1963,2018,10,Piemonte,Aria Condizionata,61
1964,2018,10,Piemonte,Cura giardino,54
1965,2018,10,Piemonte,Imbianchino,107
1966,2018,10,Piemonte,Installazione pannelli solari,8
1967,2018,10,Piemonte,Installazione piscina,5
1968,2018,10,Piemonte,Installazione tende da sole,8
1969,2018,10,Piemonte,Installazione zanzariera,16
1970,2018,10,Piemonte,Lezioni di inglese,177
1971,2018,10,Piemonte,Personal trainer,195
1972,2018,10,Piemonte,Psicologo,152
1973,2018,10,Piemonte,Riparazione console videogiochi,12
1974,2018,10,Piemonte,Sgombero cantine e soffitte,14
1975,2018,10,Puglia,Aria Condizionata,22
1976,2018,10,Puglia,Cura giardino,18
1977,2018,10,Puglia,Imbianchino,44
1978,2018,10,Puglia,Installazione pannelli solari,15
1979,2018,10,Puglia,Installazione piscina,9
1980,2018,10,Puglia,Installazione tende da sole,5
1981,2018,10,Puglia,Installazione zanzariera,6
1982,2018,10,Puglia,Lezioni di inglese,143
1983,2018,10,Puglia,Personal trainer,133
1984,2018,10,Puglia,Psicologo,103
1985,2018,10,Puglia,Riparazione console videogiochi,8
1986,2018,10,Puglia,Sgombero cantine e soffitte,3
1987,2018,10,Sardegna,Aria Condizionata,44
1988,2018,10,Sardegna,Cura giardino,12
1989,2018,10,Sardegna,Imbianchino,24
1990,2018,10,Sardegna,Installazione pannelli solari,6
1991,2018,10,Sardegna,Installazione piscina,3
1992,2018,10,Sardegna,Installazione tende da sole,2
1993,2018,10,Sardegna,Installazione zanzariera,4
1994,2018,10,Sardegna,Lezioni di inglese,78
1995,2018,10,Sardegna,Personal trainer,64
1996,2018,10,Sardegna,Psicologo,37
1997,2018,10,Sardegna,Riparazione console videogiochi,14
1998,2018,10,Sardegna,Sgombero cantine e soffitte,3
1999,2018,10,Sicilia,Aria Condizionata,25
2000,2018,10,Sicilia,Cura giardino,21
2001,2018,10,Sicilia,Imbianchino,52
2002,2018,10,Sicilia,Installazione pannelli solari,14
2003,2018,10,Sicilia,Installazione piscina,8
2004,2018,10,Sicilia,Installazione tende da sole,5
2005,2018,10,Sicilia,Installazione zanzariera,3
2006,2018,10,Sicilia,Lezioni di inglese,221
2007,2018,10,Sicilia,Personal trainer,152
2008,2018,10,Sicilia,Psicologo,83
2009,2018,10,Sicilia,Riparazione console videogiochi,14
2010,2018,10,Sicilia,Sgombero cantine e soffitte,2
2011,2018,10,Toscana,Aria Condizionata,55
2012,2018,10,Toscana,Cura giardino,47
2013,2018,10,Toscana,Imbianchino,90
2014,2018,10,Toscana,Installazione pannelli solari,2
2015,2018,10,Toscana,Installazione piscina,5
2016,2018,10,Toscana,Installazione tende da sole,9
2017,2018,10,Toscana,Installazione zanzariera,15
2018,2018,10,Toscana,Lezioni di inglese,261
2019,2018,10,Toscana,Personal trainer,197
2020,2018,10,Toscana,Psicologo,141
2021,2018,10,Toscana,Riparazione console videogiochi,10
2022,2018,10,Toscana,Sgombero cantine e soffitte,17
2023,2018,10,Trentino-Alto Adige,Aria Condizionata,6
2024,2018,10,Trentino-Alto Adige,Cura giardino,3
2025,2018,10,Trentino-Alto Adige,Imbianchino,14
2026,2018,10,Trentino-Alto Adige,Installazione pannelli solari,3
2027,2018,10,Trentino-Alto Adige,Installazione tende da sole,1
2028,2018,10,Trentino-Alto Adige,Installazione zanzariera,5
2029,2018,10,Trentino-Alto Adige,Lezioni di inglese,43
2030,2018,10,Trentino-Alto Adige,Personal trainer,40
2031,2018,10,Trentino-Alto Adige,Psicologo,21
2032,2018,10,Trentino-Alto Adige,Riparazione console videogiochi,1
2033,2018,10,Trentino-Alto Adige,Sgombero cantine e soffitte,3
2034,2018,10,Umbria,Aria Condizionata,12
2035,2018,10,Umbria,Cura giardino,6
2036,2018,10,Umbria,Imbianchino,20
2037,2018,10,Umbria,Installazione pannelli solari,2
2038,2018,10,Umbria,Lezioni di inglese,52
2039,2018,10,Umbria,Personal trainer,45
2040,2018,10,Umbria,Psicologo,16
2041,2018,10,Valle d'Aosta,Cura giardino,1
2042,2018,10,Valle d'Aosta,Imbianchino,1
2043,2018,10,Valle d'Aosta,Lezioni di inglese,3
2044,2018,10,Valle d'Aosta,Personal trainer,5
2045,2018,10,Valle d'Aosta,Psicologo,4
2046,2018,10,Valle d'Aosta,Sgombero cantine e soffitte,1
2047,2018,10,Veneto,Aria Condizionata,71
2048,2018,10,Veneto,Cura giardino,54
2049,2018,10,Veneto,Imbianchino,119
2050,2018,10,Veneto,Installazione pannelli solari,14
2051,2018,10,Veneto,Installazione piscina,4
2052,2018,10,Veneto,Installazione tende da sole,9
2053,2018,10,Veneto,Installazione zanzariera,35
2054,2018,10,Veneto,Lezioni di inglese,254
2055,2018,10,Veneto,Personal trainer,194
2056,2018,10,Veneto,Psicologo,151
2057,2018,10,Veneto,Riparazione console videogiochi,24
2058,2018,10,Veneto,Sgombero cantine e soffitte,6
2059,2018,11,Abruzzo,Aria Condizionata,10
2060,2018,11,Abruzzo,Cura giardino,2
2061,2018,11,Abruzzo,Imbianchino,32
2062,2018,11,Abruzzo,Installazione pannelli solari,3
2063,2018,11,Abruzzo,Installazione piscina,2
2064,2018,11,Abruzzo,Lezioni di inglese,77
2065,2018,11,Abruzzo,Personal trainer,26
2066,2018,11,Abruzzo,Psicologo,42
2067,2018,11,Abruzzo,Riparazione console videogiochi,10
2068,2018,11,Abruzzo,Sgombero cantine e soffitte,5
2069,2018,11,Basilicata,Aria Condizionata,1
2070,2018,11,Basilicata,Cura giardino,1
2071,2018,11,Basilicata,Imbianchino,2
2072,2018,11,Basilicata,Installazione pannelli solari,1
2073,2018,11,Basilicata,Lezioni di inglese,15
2074,2018,11,Basilicata,Personal trainer,8
2075,2018,11,Basilicata,Psicologo,8
2076,2018,11,Calabria,Aria Condizionata,15
2077,2018,11,Calabria,Cura giardino,4
2078,2018,11,Calabria,Imbianchino,12
2079,2018,11,Calabria,Installazione pannelli solari,4
2080,2018,11,Calabria,Installazione tende da sole,1
2081,2018,11,Calabria,Installazione zanzariera,2
2082,2018,11,Calabria,Lezioni di inglese,44
2083,2018,11,Calabria,Personal trainer,32
2084,2018,11,Calabria,Psicologo,32
2085,2018,11,Calabria,Riparazione console videogiochi,3
2086,2018,11,Calabria,Sgombero cantine e soffitte,1
2087,2018,11,Campania,Aria Condizionata,48
2088,2018,11,Campania,Cura giardino,21
2089,2018,11,Campania,Imbianchino,68
2090,2018,11,Campania,Installazione pannelli solari,10
2091,2018,11,Campania,Installazione piscina,6
2092,2018,11,Campania,Installazione tende da sole,2
2093,2018,11,Campania,Installazione zanzariera,5
2094,2018,11,Campania,Lezioni di inglese,247
2095,2018,11,Campania,Personal trainer,141
2096,2018,11,Campania,Psicologo,153
2097,2018,11,Campania,Riparazione console videogiochi,19
2098,2018,11,Campania,Sgombero cantine e soffitte,6
2099,2018,11,Emilia-Romagna,Aria Condizionata,80
2100,2018,11,Emilia-Romagna,Cura giardino,49
2101,2018,11,Emilia-Romagna,Imbianchino,122
2102,2018,11,Emilia-Romagna,Installazione pannelli solari,4
2103,2018,11,Emilia-Romagna,Installazione piscina,2
2104,2018,11,Emilia-Romagna,Installazione tende da sole,8
2105,2018,11,Emilia-Romagna,Installazione zanzariera,17
2106,2018,11,Emilia-Romagna,Lezioni di inglese,218
2107,2018,11,Emilia-Romagna,Personal trainer,176
2108,2018,11,Emilia-Romagna,Psicologo,153
2109,2018,11,Emilia-Romagna,Riparazione console videogiochi,34
2110,2018,11,Emilia-Romagna,Sgombero cantine e soffitte,11
2111,2018,11,Friuli Venezia Giulia,Aria Condizionata,24
2112,2018,11,Friuli Venezia Giulia,Cura giardino,16
2113,2018,11,Friuli Venezia Giulia,Imbianchino,37
2114,2018,11,Friuli Venezia Giulia,Installazione pannelli solari,6
2115,2018,11,Friuli Venezia Giulia,Installazione tende da sole,1
2116,2018,11,Friuli Venezia Giulia,Installazione zanzariera,1
2117,2018,11,Friuli Venezia Giulia,Lezioni di inglese,49
2118,2018,11,Friuli Venezia Giulia,Personal trainer,40
2119,2018,11,Friuli Venezia Giulia,Psicologo,28
2120,2018,11,Friuli Venezia Giulia,Riparazione console videogiochi,3
2121,2018,11,Friuli Venezia Giulia,Sgombero cantine e soffitte,5
2122,2018,11,Lazio,Aria Condizionata,128
2123,2018,11,Lazio,Cura giardino,56
2124,2018,11,Lazio,Imbianchino,175
2125,2018,11,Lazio,Installazione pannelli solari,10
2126,2018,11,Lazio,Installazione piscina,2
2127,2018,11,Lazio,Installazione tende da sole,13
2128,2018,11,Lazio,Installazione zanzariera,19
2129,2018,11,Lazio,Lezioni di inglese,254
2130,2018,11,Lazio,Personal trainer,255
2131,2018,11,Lazio,Psicologo,202
2132,2018,11,Lazio,Riparazione console videogiochi,46
2133,2018,11,Lazio,Sgombero cantine e soffitte,27
2134,2018,11,Liguria,Aria Condizionata,37
2135,2018,11,Liguria,Cura giardino,4
2136,2018,11,Liguria,Imbianchino,27
2137,2018,11,Liguria,Installazione pannelli solari,5
2138,2018,11,Liguria,Installazione piscina,2
2139,2018,11,Liguria,Installazione tende da sole,2
2140,2018,11,Liguria,Installazione zanzariera,5
2141,2018,11,Liguria,Lezioni di inglese,71
2142,2018,11,Liguria,Personal trainer,56
2143,2018,11,Liguria,Psicologo,36
2144,2018,11,Liguria,Riparazione console videogiochi,4
2145,2018,11,Liguria,Sgombero cantine e soffitte,4
2146,2018,11,Lombardia,Aria Condizionata,162
2147,2018,11,Lombardia,Cura giardino,96
2148,2018,11,Lombardia,Imbianchino,351
2149,2018,11,Lombardia,Installazione pannelli solari,14
2150,2018,11,Lombardia,Installazione piscina,11
2151,2018,11,Lombardia,Installazione tende da sole,19
2152,2018,11,Lombardia,Installazione zanzariera,55
2153,2018,11,Lombardia,Lezioni di inglese,575
2154,2018,11,Lombardia,Personal trainer,466
2155,2018,11,Lombardia,Psicologo,428
2156,2018,11,Lombardia,Riparazione console videogiochi,43
2157,2018,11,Lombardia,Sgombero cantine e soffitte,26
2158,2018,11,Marche,Aria Condizionata,23
2159,2018,11,Marche,Cura giardino,8
2160,2018,11,Marche,Imbianchino,19
2161,2018,11,Marche,Installazione pannelli solari,3
2162,2018,11,Marche,Installazione piscina,3
2163,2018,11,Marche,Installazione tende da sole,1
2164,2018,11,Marche,Installazione zanzariera,2
2165,2018,11,Marche,Lezioni di inglese,50
2166,2018,11,Marche,Personal trainer,46
2167,2018,11,Marche,Psicologo,52
2168,2018,11,Marche,Riparazione console videogiochi,2
2169,2018,11,Marche,Sgombero cantine e soffitte,2
2170,2018,11,Molise,Aria Condizionata,2
2171,2018,11,Molise,Cura giardino,2
2172,2018,11,Molise,Imbianchino,1
2173,2018,11,Molise,Installazione zanzariera,2
2174,2018,11,Molise,Lezioni di inglese,4
2175,2018,11,Molise,Psicologo,4
2176,2018,11,Piemonte,Aria Condizionata,48
2177,2018,11,Piemonte,Cura giardino,20
2178,2018,11,Piemonte,Imbianchino,105
2179,2018,11,Piemonte,Installazione pannelli solari,5
2180,2018,11,Piemonte,Installazione piscina,6
2181,2018,11,Piemonte,Installazione tende da sole,4
2182,2018,11,Piemonte,Installazione zanzariera,9
2183,2018,11,Piemonte,Lezioni di inglese,171
2184,2018,11,Piemonte,Personal trainer,168
2185,2018,11,Piemonte,Psicologo,124
2186,2018,11,Piemonte,Riparazione console videogiochi,12
2187,2018,11,Piemonte,Sgombero cantine e soffitte,13
2188,2018,11,Puglia,Aria Condizionata,17
2189,2018,11,Puglia,Cura giardino,18
2190,2018,11,Puglia,Imbianchino,36
2191,2018,11,Puglia,Installazione pannelli solari,13
2192,2018,11,Puglia,Installazione piscina,6
2193,2018,11,Puglia,Installazione tende da sole,3
2194,2018,11,Puglia,Installazione zanzariera,5
2195,2018,11,Puglia,Lezioni di inglese,122
2196,2018,11,Puglia,Personal trainer,66
2197,2018,11,Puglia,Psicologo,85
2198,2018,11,Puglia,Riparazione console videogiochi,9
2199,2018,11,Puglia,Sgombero cantine e soffitte,7
2200,2018,11,Sardegna,Aria Condizionata,51
2201,2018,11,Sardegna,Cura giardino,9
2202,2018,11,Sardegna,Imbianchino,15
2203,2018,11,Sardegna,Installazione pannelli solari,5
2204,2018,11,Sardegna,Installazione piscina,3
2205,2018,11,Sardegna,Installazione tende da sole,2
2206,2018,11,Sardegna,Installazione zanzariera,6
2207,2018,11,Sardegna,Lezioni di inglese,78
2208,2018,11,Sardegna,Personal trainer,31
2209,2018,11,Sardegna,Psicologo,49
2210,2018,11,Sardegna,Riparazione console videogiochi,10
2211,2018,11,Sardegna,Sgombero cantine e soffitte,3
2212,2018,11,Sicilia,Aria Condizionata,20
2213,2018,11,Sicilia,Cura giardino,21
2214,2018,11,Sicilia,Imbianchino,52
2215,2018,11,Sicilia,Installazione pannelli solari,13
2216,2018,11,Sicilia,Installazione piscina,4
2217,2018,11,Sicilia,Installazione zanzariera,7
2218,2018,11,Sicilia,Lezioni di inglese,177
2219,2018,11,Sicilia,Personal trainer,89
2220,2018,11,Sicilia,Psicologo,119
2221,2018,11,Sicilia,Riparazione console videogiochi,14
2222,2018,11,Sicilia,Sgombero cantine e soffitte,2
2223,2018,11,Toscana,Aria Condizionata,68
2224,2018,11,Toscana,Cura giardino,33
2225,2018,11,Toscana,Imbianchino,84
2226,2018,11,Toscana,Installazione pannelli solari,10
2227,2018,11,Toscana,Installazione piscina,6
2228,2018,11,Toscana,Installazione tende da sole,5
2229,2018,11,Toscana,Installazione zanzariera,13
2230,2018,11,Toscana,Lezioni di inglese,216
