tag_id,tag_name,service_name,bc_name,elite_keywords,top_keywords
220,Stuck anbringen,Malerarbeiten,Maler,"a:3:{i:0;s:5:""Maler"";i:1;s:12:""Malerbetrieb"";i:2;s:12:""Malermeister"";}","a:70:{i:0;s:13:""Malerarbeiten"";i:1;s:10:""Malerfirma"";i:2;s:19:""Maler und Lackierer"";i:3;s:11:""Wandmalerei"";i:4;s:18:""Fassadengestaltung"";i:5;s:10:""tapezieren"";i:6;s:10:""Tapezierer"";i:7;s:15:""Fassadenmalerei"";i:8;s:17:""Wohnung streichen"";i:9;s:16:""Tapezierarbeiten"";i:10;s:16:""Maler Tapezierer"";i:11;s:19:""Graffitibeseitigung"";i:12;s:9:""streichen"";i:13;s:16:""Zimmer streichen"";i:14;s:24:""Wohnung streichen lassen"";i:15;s:16:""Wände streichen"";i:16;s:17:""Fassade streichen"";i:17;s:15:""Decke streichen"";i:18;s:16:""Türen streichen"";i:19;s:16:""Decke tapezieren"";i:20;s:16:""Küche streichen"";i:21;s:14:""Haus streichen"";i:22;s:20:""Wohnzimmer streichen"";i:23;s:22:""Kinderzimmer streichen"";i:24;s:8:""Anstrich"";i:25;s:16:""Malerfachbetrieb"";i:26;s:16:""Fassadenanstrich"";i:27;s:21:""Treppenhaus streichen"";i:28;s:21:""Hausfassade streichen"";i:29;s:16:""Tapete streichen"";i:30;s:21:""Wand farbig streichen"";i:31;s:21:""Maler und Anstreicher"";i:32;s:26:""Maler und Tapezierarbeiten"";i:33;s:12:""Hausanstrich"";i:34;s:10:""Wand malen"";i:35;s:19:""Maler und Verputzer"";i:36;s:15:""Streicharbeiten"";i:37;s:13:""Innenanstrich"";i:38;s:14:""Außenanstrich"";i:39;s:17:""Maler Anstreicher"";i:40;s:12:""Zimmer malen"";i:41;s:24:""tapezieren und streichen"";i:42;s:12:""Maler Firmen"";i:43;s:16:""Anstricharbeiten"";i:44;s:24:""Malerarbeiten bei Auszug"";i:45;s:13:""Maler Fassade"";i:46;s:16:""Dekorationsmaler"";i:47;s:23:""exklusive Malerarbeiten"";i:48;s:11:""Wand malern"";i:49;s:14:""Wohnung malern"";i:50;s:13:""Wohnung malen"";i:51;s:16:""Malerunternehmen"";i:52;s:17:""tapezieren lassen"";i:53;s:11:""Firma Maler"";i:54;s:22:""Putz und Malerarbeiten"";i:55;s:21:""wasserfester Anstrich"";i:56;s:13:""Fassade malen"";i:57;s:20:""tapezieren streichen"";i:58;s:15:""Maler streichen"";i:59;s:15:""Zimmer ausmalen"";i:60;s:19:""Wohnzimmer ausmalen"";i:61;s:18:""Vorzimmer ausmalen"";i:62;s:22:""Zimmer ausmalen Muster"";i:63;s:13:""Raum ausmalen"";i:64;s:21:""Schlafzimmer Anstrich"";i:65;s:23:""Küche streichen lassen"";i:66;s:15:""Keller ausmalen"";i:67;s:5:""Maler"";i:68;s:12:""Malerbetrieb"";i:69;s:12:""Malermeister"";}"
221,Tapezieren,Tapezierungen,Tapezierarbeiten,"a:3:{i:0;s:16:""Tapezierarbeiten"";i:1;s:11:""Innenausbau"";i:2;s:7:""Tapeten"";}","a:10:{i:0;s:22:""Vliestapete tapezieren"";i:1;s:16:""Decke tapezieren"";i:2;s:19:""Raufaser tapezieren"";i:3;s:21:""Malervlies tapezieren"";i:4;s:16:""Ecken tapezieren"";i:5;s:23:""Dachschräge tapezieren"";i:6;s:18:""Fenster tapezieren"";i:7;s:16:""Tapezierarbeiten"";i:8;s:11:""Innenausbau"";i:9;s:7:""Tapeten"";}"
154,Klimaanlage einbauen,Montage und Service von Klimaanlagen,Klimaanlage,"a:3:{i:0;s:12:""Klimatechnik"";i:1;s:11:""Klimaanlage"";i:2;s:13:""Kältetechnik"";}","a:14:{i:0;s:16:""Lüftungstechnik"";i:1;s:19:""Klimaanlage Montage"";i:2;s:23:""Kälte und Klimatechnik"";i:3;s:16:""Lüftungsanlagen"";i:4;s:20:""Klimaanlage einbauen"";i:5;s:24:""Klimaanlage Installieren"";i:6;s:19:""Klimaanlage Wohnung"";i:7;s:15:""Lüftungsanlage"";i:8;s:24:""Klimaanlage für Wohnung"";i:9;s:24:""Klimaanlage für Zuhause"";i:10;s:16:""Klimaanlage Haus"";i:11;s:12:""Klimatechnik"";i:12;s:11:""Klimaanlage"";i:13;s:13:""Kältetechnik"";}"
154,Klimaanlage einbauen,Montage und Service von Klimaanlagen,Lüftungstechnik,"a:3:{i:0;s:16:""Lüftungstechnik"";i:1;s:14:""Lüftungsbauer"";i:2;s:16:""Lüftungsanlagen"";}","a:15:{i:0;s:14:""Lüftungsfirma"";i:1;s:25:""Heizung Lüftung Sanitär"";i:2;s:14:""Klima Lüftung"";i:3;s:18:""Lüftungsreinigung"";i:4;s:15:""Lüftungsanlage"";i:5;s:40:""Lüftungsanlage mit Wärmerückgewinnung"";i:6;s:12:""Lüftungsbau"";i:7;s:20:""Lüftungsanlage Haus"";i:8;s:33:""Lüftung mit Wärmerückgewinnung"";i:9;s:15:""Lüftungsgerät"";i:10;s:16:""Lüftungssysteme"";i:11;s:12:""Lüftung Bad"";i:12;s:16:""Lüftungstechnik"";i:13;s:14:""Lüftungsbauer"";i:14;s:16:""Lüftungsanlagen"";}"
154,Klimaanlage einbauen,Montage und Service von Klimaanlagen,Klimaservice,"a:3:{i:0;s:12:""Klimaservice"";i:1;s:21:""Reparatur Klimaanlage"";i:2;s:19:""Klimaanlagenwartung"";}","a:14:{i:0;s:19:""Klimaanlagenservice"";i:1;s:12:""Klimawartung"";i:2;s:19:""Wartung Klimaanlage"";i:3;s:18:""Klimaservicegerät"";i:4;s:24:""Wartung Klimaanlage Haus"";i:5;s:25:""Wartung Klimaanlage Büro"";i:6;s:27:""Wartung Klimaanlage Wohnung"";i:7;s:20:""Klimaanlagen Service"";i:8;s:19:""Klimaanlage Wartung"";i:9;s:22:""Klimaanlage reparieren"";i:10;s:13:""Klima Wartung"";i:11;s:12:""Klimaservice"";i:12;s:21:""Reparatur Klimaanlage"";i:13;s:19:""Klimaanlagenwartung"";}"
154,Klimaanlage einbauen,Montage und Service von Klimaanlagen,Kühltechnik,"a:3:{i:0;s:12:""Kühltechnik"";i:1;s:12:""Klimatechnik"";i:2;s:23:""Kälte und Klimatechnik"";}","a:11:{i:0;s:9:""Kühlhaus"";i:1;s:10:""Kühltheke"";i:2;s:13:""Kühlaggregat"";i:3;s:20:""Klimaanlage einbauen"";i:4;s:15:""Raumklimagerät"";i:5;s:14:""Kältemaschine"";i:6;s:11:""Kühlanlage"";i:7;s:24:""Klimaanlage installieren"";i:8;s:12:""Kühltechnik"";i:9;s:12:""Klimatechnik"";i:10;s:23:""Kälte und Klimatechnik"";}"
155,Klimaanlagen warten und reparieren,Montage und Service von Klimaanlagen,Klimaanlage,"a:3:{i:0;s:12:""Klimatechnik"";i:1;s:11:""Klimaanlage"";i:2;s:13:""Kältetechnik"";}","a:14:{i:0;s:16:""Lüftungstechnik"";i:1;s:19:""Klimaanlage Montage"";i:2;s:23:""Kälte und Klimatechnik"";i:3;s:16:""Lüftungsanlagen"";i:4;s:20:""Klimaanlage einbauen"";i:5;s:24:""Klimaanlage Installieren"";i:6;s:19:""Klimaanlage Wohnung"";i:7;s:15:""Lüftungsanlage"";i:8;s:24:""Klimaanlage für Wohnung"";i:9;s:24:""Klimaanlage für Zuhause"";i:10;s:16:""Klimaanlage Haus"";i:11;s:12:""Klimatechnik"";i:12;s:11:""Klimaanlage"";i:13;s:13:""Kältetechnik"";}"
155,Klimaanlagen warten und reparieren,Montage und Service von Klimaanlagen,Kühltechnik,"a:3:{i:0;s:12:""Kühltechnik"";i:1;s:12:""Klimatechnik"";i:2;s:23:""Kälte und Klimatechnik"";}","a:11:{i:0;s:9:""Kühlhaus"";i:1;s:10:""Kühltheke"";i:2;s:13:""Kühlaggregat"";i:3;s:20:""Klimaanlage einbauen"";i:4;s:15:""Raumklimagerät"";i:5;s:14:""Kältemaschine"";i:6;s:11:""Kühlanlage"";i:7;s:24:""Klimaanlage installieren"";i:8;s:12:""Kühltechnik"";i:9;s:12:""Klimatechnik"";i:10;s:23:""Kälte und Klimatechnik"";}"
156,Klimaanlage auffüllen,Montage und Service von Klimaanlagen,Klimaanlage,"a:3:{i:0;s:12:""Klimatechnik"";i:1;s:11:""Klimaanlage"";i:2;s:13:""Kältetechnik"";}","a:14:{i:0;s:16:""Lüftungstechnik"";i:1;s:19:""Klimaanlage Montage"";i:2;s:23:""Kälte und Klimatechnik"";i:3;s:16:""Lüftungsanlagen"";i:4;s:20:""Klimaanlage einbauen"";i:5;s:24:""Klimaanlage Installieren"";i:6;s:19:""Klimaanlage Wohnung"";i:7;s:15:""Lüftungsanlage"";i:8;s:24:""Klimaanlage für Wohnung"";i:9;s:24:""Klimaanlage für Zuhause"";i:10;s:16:""Klimaanlage Haus"";i:11;s:12:""Klimatechnik"";i:12;s:11:""Klimaanlage"";i:13;s:13:""Kältetechnik"";}"
156,Klimaanlage auffüllen,Montage und Service von Klimaanlagen,Kühltechnik,"a:3:{i:0;s:12:""Kühltechnik"";i:1;s:12:""Klimatechnik"";i:2;s:23:""Kälte und Klimatechnik"";}","a:11:{i:0;s:9:""Kühlhaus"";i:1;s:10:""Kühltheke"";i:2;s:13:""Kühlaggregat"";i:3;s:20:""Klimaanlage einbauen"";i:4;s:15:""Raumklimagerät"";i:5;s:14:""Kältemaschine"";i:6;s:11:""Kühlanlage"";i:7;s:24:""Klimaanlage installieren"";i:8;s:12:""Kühltechnik"";i:9;s:12:""Klimatechnik"";i:10;s:23:""Kälte und Klimatechnik"";}"
673,Büroumzug,Büroumzug,,,
240,Haushaltsgeräte reparieren,Reparaturen von Haushaltsgeräten,Kaffeevollautomat Reparatur,"a:3:{i:0;s:27:""Kaffeevollautomat Reparatur"";i:1;s:24:""Reparatur Kaffeemaschine"";i:2;s:23:""Kaffeeautomat Reparatur"";}","a:9:{i:0;s:26:""Kaffeevollautomat reinigen"";i:1;s:32:""Krups Kaffeevollautomat reinigen"";i:2;s:23:""Kaffeemaschinen Service"";i:3;s:24:""Reparatur Kaffeemaschine"";i:4;s:29:""Kaffeevollautomat Ersatzteile"";i:5;s:15:""Kaffeewerkstatt"";i:6;s:27:""Espressomaschinen Reparatur"";i:7;s:27:""Kaffeevollautomat Reparatur"";i:8;s:23:""Kaffeeautomat Reparatur"";}"
240,Haushaltsgeräte reparieren,Reparaturen von Haushaltsgeräten,Miele Reparatur,"a:3:{i:0;s:15:""Miele Reparatur"";i:1;s:17:""Miele Ersatzteile"";i:2;s:29:""Miele Waschmaschine Reparatur"";}","a:9:{i:0;s:33:""Miele Geschirrspüler Ersatzteile"";i:1;s:29:""Miele Waschmaschine Reparatur"";i:2;s:31:""Miele Spülmaschine Ersatzteile"";i:3;s:28:""Miele Geschirrspüler Fehler"";i:4;s:26:""Miele Spülmaschine Fehler"";i:5;s:39:""Miele Staubsauger Ersatzteile Handgriff"";i:6;s:22:""Miele Reparaturservice"";i:7;s:15:""Miele Reparatur"";i:8;s:17:""Miele Ersatzteile"";}"
240,Haushaltsgeräte reparieren,Reparaturen von Haushaltsgeräten,Backofen Reparatur,"a:3:{i:0;s:18:""Backofen Reparatur"";i:1;s:14:""Herd Reparatur"";i:2;s:17:""Gasherd Reparatur"";}","a:11:{i:0;s:22:""Bosch Herd Ersatzteile"";i:1;s:26:""Reparatur Haushaltsgeräte"";i:2;s:21:""Ceranfeld austauschen"";i:3;s:18:""Anschluss Backofen"";i:4;s:13:""Herd ausbauen"";i:5;s:17:""Gasherd Reparatur"";i:6;s:22:""Herdplatte austauschen"";i:7;s:20:""Ceranfeld gesprungen"";i:8;s:21:""Elektroherd Reparatur"";i:9;s:18:""Backofen Reparatur"";i:10;s:14:""Herd Reparatur"";}"
240,Haushaltsgeräte reparieren,Reparaturen von Haushaltsgeräten,Trockner Reparatur,"a:3:{i:0;s:18:""Trockner Reparatur"";i:1;s:27:""Wäschetrockner Wärmepumpe"";i:2;s:25:""Wäschetrockner Reparatur"";}","a:11:{i:0;s:26:""Miele Trockner Ersatzteile"";i:1;s:26:""Bosch Trockner Ersatzteile"";i:2;s:24:""Aeg Trockner Ersatzteile"";i:3;s:33:""Miele Trockner Reparaturanleitung"";i:4;s:26:""Wäschetrockner reparieren"";i:5;s:31:""Aeg Trockner Reparaturanleitung"";i:6;s:20:""Trockner Ersatzteile"";i:7;s:20:""Trockner Heizt Nicht"";i:8;s:18:""Trockner Reparatur"";i:9;s:27:""Wäschetrockner Wärmepumpe"";i:10;s:25:""Wäschetrockner Reparatur"";}"
240,Haushaltsgeräte reparieren,Reparaturen von Haushaltsgeräten,Jura Reparatur,"a:3:{i:0;s:14:""Jura Reparatur"";i:1;s:16:""Jura Ersatzteile"";i:2;s:29:""Jura Kaffeemaschine Reparatur"";}","a:10:{i:0;s:17:""Jura Wasserfilter"";i:1;s:21:""Jura Reparaturservice"";i:2;s:35:""Jura Impressa C5 Reparaturanleitung"";i:3;s:12:""Jura Wartung"";i:4;s:19:""Jura C5 Ersatzteile"";i:5;s:19:""Jura Z5 Ersatzteile"";i:6;s:30:""Jura Kaffeeautomaten Reparatur"";i:7;s:14:""Jura Reparatur"";i:8;s:16:""Jura Ersatzteile"";i:9;s:29:""Jura Kaffeemaschine Reparatur"";}"
240,Haushaltsgeräte reparieren,Reparaturen von Haushaltsgeräten,Delonghi Reparatur,"a:3:{i:0;s:18:""Delonghi Reparatur"";i:1;s:20:""Delonghi Ersatzteile"";i:2;s:16:""Delonghi Service"";}","a:11:{i:0;s:20:""Ersatzteile Delonghi"";i:1;s:36:""Delonghi Kaffeevollautomat entkalken"";i:2;s:27:""Delonghi Perfecta entkalken"";i:3;s:34:""Delonghi Magnifica S Fehlermeldung"";i:4;s:38:""Delonghi Kaffeevollautomat Ersatzteile"";i:5;s:35:""Delonghi Kaffeevollautomat Probleme"";i:6;s:25:""Delonghi Reparaturservice"";i:7;s:27:""Delonghi Reparaturanleitung"";i:8;s:18:""Delonghi Reparatur"";i:9;s:20:""Delonghi Ersatzteile"";i:10;s:16:""Delonghi Service"";}"
240,Haushaltsgeräte reparieren,Reparaturen von Haushaltsgeräten,Saeco Reparatur,"a:3:{i:0;s:15:""Saeco Reparatur"";i:1;s:17:""Saeco Ersatzteile"";i:2;s:13:""Saeco Service"";}","a:12:{i:0;s:23:""Saeco Incanto entkalken"";i:1;s:25:""Saeco Incanto Ersatzteile"";i:2;s:23:""Saeco Odea Go entkalken"";i:3;s:13:""Saeco Service"";i:4;s:24:""Saeco Minuto Ersatzteile"";i:5;s:33:""Senseo Kaffeemaschine Ersatzteile"";i:6;s:22:""Saeco Incanto reinigen"";i:7;s:24:""Saeco Incanto entlüften"";i:8;s:22:""Saeco Royal entlüften"";i:9;s:21:""Saeco Royal entkalken"";i:10;s:15:""Saeco Reparatur"";i:11;s:17:""Saeco Ersatzteile"";}"
240,Haushaltsgeräte reparieren,Reparaturen von Haushaltsgeräten,Elektroschrott entsorgen,"a:3:{i:0;s:14:""Elektroschrott"";i:1;s:24:""Elektroschrott entsorgen"";i:2;s:24:""Elektrogeräte entsorgen"";}","a:6:{i:0;s:15:""Handy entsorgen"";i:1;s:21:""alte Handys entsorgen"";i:2;s:22:""Kühlschrank entsorgen"";i:3;s:23:""Waschmaschine entsorgen"";i:4;s:22:""Elektromüll entsorgen"";i:5;s:12:""Elektromüll"";}"
240,Haushaltsgeräte reparieren,Reparaturen von Haushaltsgeräten,Geschirrspüler Reparatur,"a:3:{i:0;s:25:""Geschirrspüler Reparatur"";i:1;s:23:""Spülmaschine Reparatur"";i:2;s:25:""Reparatur Geschirrspüler"";}","a:10:{i:0;s:23:""Reparatur Spülmaschine"";i:1;s:23:""Geschirrspüler Service"";i:2;s:31:""Miele Geschirrspüler Reparatur"";i:3;s:32:""Geschirrspüler Reparaturservice"";i:4;s:33:""Siemens Geschirrspüler Reparatur"";i:5;s:31:""Bosch Geschirrspüler Reparatur"";i:6;s:24:""Spülmaschine reparieren"";i:7;s:20:""Spülmaschine defekt"";i:8;s:20:""Spülmaschine kaputt"";i:9;s:22:""Geschirrspüler defekt"";}"
240,Haushaltsgeräte reparieren,Reparaturen von Haushaltsgeräten,Waschmaschine Reparatur,"a:3:{i:0;s:23:""Waschmaschine Reparatur"";i:1;s:23:""Waschmaschinenreparatur"";i:2;s:23:""Reparatur Waschmaschine"";}","a:19:{i:0;s:21:""Waschmaschinenservice"";i:1;s:21:""Hausgeräte Reparatur"";i:2;s:29:""Miele Waschmaschine Reparatur"";i:3;s:31:""Bauknecht Waschmaschine Service"";i:4;s:29:""Bosch Waschmaschine Reparatur"";i:5;s:27:""Bosch Waschmaschine Service"";i:6;s:31:""Siemens Waschmaschine Reparatur"";i:7;s:33:""Bauknecht Waschmaschine Reparatur"";i:8;s:29:""Siemens Waschmaschine Service"";i:9;s:23:""Waschmaschine Techniker"";i:10;s:26:""Haushaltsgeräte Reparatur"";i:11;s:25:""Waschmaschinenersatzteile"";i:12;s:27:""Aeg Waschmaschine Reparatur"";i:13;s:31:""Samsung Waschmaschine Reparatur"";i:14;s:27:""Miele Waschmaschine Service"";i:15;s:30:""Reparaturservice Waschmaschine"";i:16;s:29:""Samsung Waschmaschine Service"";i:17;s:32:""Privileg Waschmaschine Reparatur"";i:18;s:35:""Aeg Lavamat Lagerschaden reparieren"";}"
507,Einkäufe liefern,Einkaufslieferung,Lebensmittel Lieferservice,"a:3:{i:0;s:26:""Lebensmittel Lieferservice"";i:1;s:26:""Lieferservice Lebensmittel"";i:2;s:22:""Lebensmittel Bestellen"";}","a:32:{i:0;s:22:""Lebensmittel bestellen"";i:1;s:20:""Lebensmittel liefern"";i:2;s:21:""Lebensmittellieferung"";i:3;s:25:""Lieferdienst Lebensmittel"";i:4;s:27:""Lebensmittel liefern lassen"";i:5;s:25:""Lebensmittel Lieferdienst"";i:6;s:21:""Einkauf Lieferservice"";i:7;s:15:""Einkaufsservice"";i:8;s:24:""Lebensmittel Bringdienst"";i:9;s:22:""Lieferung Lebensmittel"";i:10;s:22:""Einkauf liefern lassen"";i:11;s:19:""Lebensmittelversand"";i:12;s:20:""Lebensmittel Versand"";i:13;s:31:""Lebensmittel nach Hause liefern"";i:14;s:21:""Lebensmittellieferant"";i:15;s:35:""Lebensmittel bestellen auf Rechnung"";i:16;s:24:""Bio Lebensmittel Versand"";i:17;s:38:""Lebensmittel nach Hause liefern lassen"";i:18;s:32:""Lebensmittellieferung nach Hause"";i:19;s:26:""Bio Lebensmittel bestellen"";i:20;s:30:""Bio Lebensmittel Lieferservice"";i:21;s:34:""Lebensmittel Im Internet bestellen"";i:22;s:26:""Lebensmittel Box bestellen"";i:23;s:17:""Einkauf bestellen"";i:24;s:15:""Einkauf liefern"";i:25;s:21:""Einkaufslieferservice"";i:26;s:21:""Lieferservice Einkauf"";i:27;s:26:""Einkauf nach Hause liefern"";i:28;s:33:""Einkauf nach Hause liefern lassen"";i:29;s:26:""Lebensmittel Lieferservice"";i:30;s:26:""Lieferservice Lebensmittel"";i:31;s:22:""Lebensmittel Bestellen"";}"
507,Einkäufe liefern,Einkaufslieferung,BIO Fleischerei,"a:3:{i:0;s:15:""Bio Fleischerei"";i:1;s:10:""Biofleisch"";i:2;s:11:""Bio Metzger"";}","a:10:{i:0;s:13:""Bio Geflügel"";i:1;s:8:""Bio Ente"";i:2;s:13:""Bio Hähnchen"";i:3;s:17:""Bio Halal Fleisch"";i:4;s:11:""Bio Fleisch"";i:5;s:13:""Bio Metzgerei"";i:6;s:15:""Bio Rindfleisch"";i:7;s:15:""Bio Fleischerei"";i:8;s:10:""Biofleisch"";i:9;s:11:""Bio Metzger"";}"
507,Einkäufe liefern,Einkaufslieferung,Türkischer Fleischer,"a:3:{i:0;s:21:""Türkischer Fleischer"";i:1;s:22:""Türkische Fleischerei"";i:2;s:13:""Halal Fleisch"";}","a:10:{i:0;s:17:""Halal Fleischerei"";i:1;s:19:""Türkischer Metzger"";i:2;s:20:""Türkische Metzgerei"";i:3;s:17:""Halal Schlachtung"";i:4;s:16:""Türkische Wurst"";i:5;s:16:""Halal Schlachten"";i:6;s:17:""Türkische Salami"";i:7;s:21:""Türkischer Fleischer"";i:8;s:22:""Türkische Fleischerei"";i:9;s:13:""Halal Fleisch"";}"
507,Einkäufe liefern,Einkaufslieferung,Schlachthof,"a:3:{i:0;s:11:""Schlachthof"";i:1;s:10:""Schlachter"";i:2;s:12:""Schlachterei"";}","a:10:{i:0;s:12:""Schlachthaus"";i:1;s:15:""Schlachtbetrieb"";i:2;s:8:""Schlacht"";i:3;s:16:""Landschlachterei"";i:4;s:16:""Rossschlachterei"";i:5;s:14:""Rossschlachter"";i:6;s:14:""Notschlachtung"";i:7;s:11:""Schlachthof"";i:8;s:10:""Schlachter"";i:9;s:12:""Schlachterei"";}"
507,Einkäufe liefern,Einkaufslieferung,Getränke Lieferservice,"a:3:{i:0;s:23:""Getränke Lieferservice"";i:1;s:18:""Getränkelieferant"";i:2;s:17:""Getränke liefern"";}","a:9:{i:0;s:19:""Getränke bestellen"";i:1;s:18:""Getränkelieferung"";i:2;s:17:""Getränke liefern"";i:3;s:14:""Bier bestellen"";i:4;s:24:""Getränke liefern lassen"";i:5;s:23:""Lieferservice Getränke"";i:6;s:16:""Wasser bestellen"";i:7;s:23:""Getränke Lieferservice"";i:8;s:18:""Getränkelieferant"";}"
507,Einkäufe liefern,Einkaufslieferung,Bio Lieferservice,"a:3:{i:0;s:17:""Bio Lieferservice"";i:1;s:16:""Bio Lieferdienst"";i:2;s:30:""Bio Lebensmittel Lieferservice"";}","a:11:{i:0;s:23:""Bio Lebensmittel online"";i:1;s:15:""Bioladen online"";i:2;s:11:""Bio Versand"";i:3;s:16:""Die Grüne Kiste"";i:4;s:15:""Bioladen Uelzen"";i:5;s:15:""Biomarkt online"";i:6;s:21:""Bio Fleisch bestellen"";i:7;s:10:""Bio online"";i:8;s:17:""Bio Lieferservice"";i:9;s:16:""Bio Lieferdienst"";i:10;s:30:""Bio Lebensmittel Lieferservice"";}"
99,Auto mieten über längeren Zeitraum,Autoverleih,Transporter leihen,"a:3:{i:0;s:18:""Transporter mieten"";i:1;s:10:""Bus mieten"";i:2;s:15:""Kleinbus mieten"";}","a:13:{i:0;s:15:""7 Sitzer mieten"";i:1;s:24:""Umzugstransporter mieten"";i:2;s:14:""Minibus mieten"";i:3;s:22:""Transporter Vermietung"";i:4;s:18:""Transporter Leihen"";i:5;s:19:""9 Sitzer Bus mieten"";i:6;s:21:""Bus mieten Mit Fahrer"";i:7;s:21:""Bus Mit Fahrer mieten"";i:8;s:15:""Multivan mieten"";i:9;s:25:""Transporter Privat mieten"";i:10;s:18:""Transporter mieten"";i:11;s:10:""Bus mieten"";i:12;s:15:""Kleinbus mieten"";}"
348,Oldtimer mieten,Autoverleih,Transporter leihen,"a:3:{i:0;s:18:""Transporter mieten"";i:1;s:10:""Bus mieten"";i:2;s:15:""Kleinbus mieten"";}","a:13:{i:0;s:15:""7 Sitzer mieten"";i:1;s:24:""Umzugstransporter mieten"";i:2;s:14:""Minibus mieten"";i:3;s:22:""Transporter Vermietung"";i:4;s:18:""Transporter Leihen"";i:5;s:19:""9 Sitzer Bus mieten"";i:6;s:21:""Bus mieten Mit Fahrer"";i:7;s:21:""Bus Mit Fahrer mieten"";i:8;s:15:""Multivan mieten"";i:9;s:25:""Transporter Privat mieten"";i:10;s:18:""Transporter mieten"";i:11;s:10:""Bus mieten"";i:12;s:15:""Kleinbus mieten"";}"
656,Auto mieten,Autoverleih,Transporter leihen,"a:3:{i:0;s:18:""Transporter mieten"";i:1;s:10:""Bus mieten"";i:2;s:15:""Kleinbus mieten"";}","a:13:{i:0;s:15:""7 Sitzer mieten"";i:1;s:24:""Umzugstransporter mieten"";i:2;s:14:""Minibus mieten"";i:3;s:22:""Transporter Vermietung"";i:4;s:18:""Transporter Leihen"";i:5;s:19:""9 Sitzer Bus mieten"";i:6;s:21:""Bus mieten Mit Fahrer"";i:7;s:21:""Bus Mit Fahrer mieten"";i:8;s:15:""Multivan mieten"";i:9;s:25:""Transporter Privat mieten"";i:10;s:18:""Transporter mieten"";i:11;s:10:""Bus mieten"";i:12;s:15:""Kleinbus mieten"";}"
477,Nutzfahrzeug mieten,Nutzfahrzeugverleih,Transporter leihen,"a:3:{i:0;s:18:""Transporter mieten"";i:1;s:10:""Bus mieten"";i:2;s:15:""Kleinbus mieten"";}","a:13:{i:0;s:15:""7 Sitzer mieten"";i:1;s:24:""Umzugstransporter mieten"";i:2;s:14:""Minibus mieten"";i:3;s:22:""Transporter Vermietung"";i:4;s:18:""Transporter Leihen"";i:5;s:19:""9 Sitzer Bus mieten"";i:6;s:21:""Bus mieten Mit Fahrer"";i:7;s:21:""Bus Mit Fahrer mieten"";i:8;s:15:""Multivan mieten"";i:9;s:25:""Transporter Privat mieten"";i:10;s:18:""Transporter mieten"";i:11;s:10:""Bus mieten"";i:12;s:15:""Kleinbus mieten"";}"
477,Nutzfahrzeug mieten,Nutzfahrzeugverleih,Möbeltaxi,"a:3:{i:0;s:10:""Möbeltaxi"";i:1;s:11:""Möbel Taxi"";i:2;s:15:""Möbeltransport"";}","a:13:{i:0;s:15:""Möbelspedition"";i:1;s:11:""Taxi Möbel"";i:2;s:16:""Möbel Transport"";i:3;s:16:""Transport Möbel"";i:4;s:21:""Möbel Transportieren"";i:5;s:17:""Transport Schrank"";i:6;s:21:""Umzug Möbeltransport"";i:7;s:25:""Möbeltransport Beiladung"";i:8;s:16:""Spedition Möbel"";i:9;s:17:""Schrank Transport"";i:10;s:10:""Möbeltaxi"";i:11;s:11:""Möbel Taxi"";i:12;s:15:""Möbeltransport"";}"
477,Nutzfahrzeug mieten,Nutzfahrzeugverleih,LKW mieten,"a:3:{i:0;s:10:""LKW mieten"";i:1;s:14:""LKW Vermietung"";i:2;s:16:""LKW mieten 7.5 t"";}","a:16:{i:0;s:10:""LKW mieten"";i:1;s:14:""LKW Vermietung"";i:2;s:16:""LKW mieten 7.5 t"";i:3;s:15:""Lkw mieten 7.5t"";i:4;s:17:""Umzugs Lkw mieten"";i:5;s:8:""Miet-Lkw"";i:6;s:16:""Umzug Lkw mieten"";i:7;s:18:""kleinen Lkw mieten"";i:8;s:21:""Lkw mit Fahrer mieten"";i:9;s:18:""großen Lkw mieten"";i:10;s:14:""LKW mieten 40T"";i:11;s:15:""Lkw mieten ADAC"";i:12;s:15:""7.5t Lkw mieten"";i:13;s:15:""Avis Lkw mieten"";i:14;s:14:""12t Lkw mieten"";i:15;s:34:""Kipper Lkw mieten Lkw mieten Umzug"";}"
629,Transporter mieten,Verleih Transporter,Transporter leihen,"a:3:{i:0;s:18:""Transporter mieten"";i:1;s:10:""Bus mieten"";i:2;s:15:""Kleinbus mieten"";}","a:13:{i:0;s:15:""7 Sitzer mieten"";i:1;s:24:""Umzugstransporter mieten"";i:2;s:14:""Minibus mieten"";i:3;s:22:""Transporter Vermietung"";i:4;s:18:""Transporter Leihen"";i:5;s:19:""9 Sitzer Bus mieten"";i:6;s:21:""Bus mieten Mit Fahrer"";i:7;s:21:""Bus Mit Fahrer mieten"";i:8;s:15:""Multivan mieten"";i:9;s:25:""Transporter Privat mieten"";i:10;s:18:""Transporter mieten"";i:11;s:10:""Bus mieten"";i:12;s:15:""Kleinbus mieten"";}"
