ticket_taxonomy_tag_name,ticket_geo_region_name,Year,Month,No_of_tickets,Index,Country_chosen
Fleuriste,Lorraine,2019,11,12.79,0.13,0
Fleuriste,Lorraine,2020,0,18.92,0.19,0
Fleuriste,Lorraine,2020,1,23.79,0.24,0
Fleuriste,Lorraine,2020,2,9.52,0.1,0
Fleuriste,Lorraine,2020,3,10.92,0.11,0
Fleuriste,Lower Normandy,2018,0,11.3,0.11,0
Fleuriste,Lower Normandy,2018,1,10.97,0.11,0
Fleuriste,Lower Normandy,2018,2,14.85,0.15,0
Fleuriste,Lower Normandy,2018,3,12.08,0.12,0
Fleuriste,Lower Normandy,2018,4,19.39,0.19,0
Fleuriste,Lower Normandy,2018,5,13.45,0.13,0
Fleuriste,Lower Normandy,2018,6,14.19,0.14,0
Fleuriste,Lower Normandy,2018,7,16.0,0.16,0
Fleuriste,Lower Normandy,2018,8,9.9,0.1,0
Fleuriste,Lower Normandy,2018,9,17.0,0.17,0
Fleuriste,Lower Normandy,2018,10,13.61,0.14,0
Fleuriste,Lower Normandy,2018,11,18.35,0.18,0
Fleuriste,Lower Normandy,2019,0,15.34,0.15,0
Fleuriste,Lower Normandy,2019,1,21.2,0.21,0
Fleuriste,Lower Normandy,2019,2,13.73,0.14,0
Fleuriste,Lower Normandy,2019,3,19.22,0.19,0
Fleuriste,Lower Normandy,2019,4,17.49,0.17,0
Fleuriste,Lower Normandy,2019,5,16.5,0.16,0
Fleuriste,Lower Normandy,2019,6,14.19,0.14,0
Fleuriste,Lower Normandy,2019,7,20.79,0.21,0
Fleuriste,Lower Normandy,2019,8,18.22,0.18,0
Fleuriste,Lower Normandy,2019,9,15.84,0.16,0
Fleuriste,Lower Normandy,2019,10,9.74,0.1,0
Fleuriste,Lower Normandy,2019,11,14.32,0.14,0
Fleuriste,Lower Normandy,2020,0,12.05,0.12,0
Fleuriste,Lower Normandy,2020,1,19.55,0.2,0
Fleuriste,Lower Normandy,2020,2,12.8,0.13,0
Fleuriste,Lower Normandy,2020,3,8.58,0.09,0
Fleuriste,Midi-Pyrénées,2018,0,14.72,0.15,0
Fleuriste,Midi-Pyrénées,2018,1,23.37,0.23,0
Fleuriste,Midi-Pyrénées,2018,2,21.18,0.21,0
Fleuriste,Midi-Pyrénées,2018,3,21.89,0.22,0
Fleuriste,Midi-Pyrénées,2018,4,29.64,0.3,0
Fleuriste,Midi-Pyrénées,2018,5,20.14,0.2,0
Fleuriste,Midi-Pyrénées,2018,6,19.68,0.2,0
Fleuriste,Midi-Pyrénées,2018,7,23.28,0.23,0
Fleuriste,Midi-Pyrénées,2018,8,17.1,0.17,0
Fleuriste,Midi-Pyrénées,2018,9,15.48,0.15,0
Fleuriste,Midi-Pyrénées,2018,10,12.26,0.12,0
Fleuriste,Midi-Pyrénées,2018,11,14.59,0.15,0
Fleuriste,Midi-Pyrénées,2019,0,14.16,0.14,0
Fleuriste,Midi-Pyrénées,2019,1,23.75,0.24,0
Fleuriste,Midi-Pyrénées,2019,2,21.66,0.22,0
Fleuriste,Midi-Pyrénées,2019,3,17.95,0.18,0
Fleuriste,Midi-Pyrénées,2019,4,22.61,0.23,0
Fleuriste,Midi-Pyrénées,2019,5,23.56,0.24,0
Fleuriste,Midi-Pyrénées,2019,6,22.99,0.23,0
Fleuriste,Midi-Pyrénées,2019,7,19.95,0.2,0
Fleuriste,Midi-Pyrénées,2019,8,16.8,0.17,0
Fleuriste,Midi-Pyrénées,2019,9,16.72,0.17,0
Fleuriste,Midi-Pyrénées,2019,10,15.2,0.15,0
Fleuriste,Midi-Pyrénées,2019,11,15.05,0.15,0
Fleuriste,Midi-Pyrénées,2020,0,17.48,0.17,0
Fleuriste,Midi-Pyrénées,2020,1,22.42,0.22,0
Fleuriste,Midi-Pyrénées,2020,2,12.01,0.12,0
Fleuriste,Midi-Pyrénées,2020,3,5.13,0.05,0
Fleuriste,Nord-Pas-de-Calais,2018,0,29.14,0.29,0
Fleuriste,Nord-Pas-de-Calais,2018,1,33.93,0.34,0
Fleuriste,Nord-Pas-de-Calais,2018,2,40.6,0.41,0
Fleuriste,Nord-Pas-de-Calais,2018,3,36.19,0.36,0
Fleuriste,Nord-Pas-de-Calais,2018,4,43.94,0.44,0
Fleuriste,Nord-Pas-de-Calais,2018,5,41.18,0.41,0
Fleuriste,Nord-Pas-de-Calais,2018,6,32.48,0.32,0
Fleuriste,Nord-Pas-de-Calais,2018,7,44.37,0.44,0
Fleuriste,Nord-Pas-de-Calais,2018,8,28.65,0.29,0
Fleuriste,Nord-Pas-de-Calais,2018,9,31.46,0.31,0
Fleuriste,Nord-Pas-de-Calais,2018,10,28.86,0.29,0
Fleuriste,Nord-Pas-de-Calais,2018,11,25.06,0.25,0
Fleuriste,Nord-Pas-de-Calais,2019,0,35.67,0.36,0
Fleuriste,Nord-Pas-de-Calais,2019,1,34.8,0.35,0
Fleuriste,Nord-Pas-de-Calais,2019,2,33.64,0.34,0
Fleuriste,Nord-Pas-de-Calais,2019,3,37.56,0.38,0
Fleuriste,Nord-Pas-de-Calais,2019,4,40.74,0.41,0
Fleuriste,Nord-Pas-de-Calais,2019,5,35.61,0.36,0
Fleuriste,Nord-Pas-de-Calais,2019,6,30.16,0.3,0
Fleuriste,Nord-Pas-de-Calais,2019,7,46.69,0.47,0
Fleuriste,Nord-Pas-de-Calais,2019,8,36.19,0.36,0
Fleuriste,Nord-Pas-de-Calais,2019,9,36.68,0.37,0
Fleuriste,Nord-Pas-de-Calais,2019,10,27.12,0.27,0
Fleuriste,Nord-Pas-de-Calais,2019,11,25.06,0.25,0
Fleuriste,Nord-Pas-de-Calais,2020,0,37.56,0.38,0
Fleuriste,Nord-Pas-de-Calais,2020,1,39.15,0.39,0
Fleuriste,Nord-Pas-de-Calais,2020,2,18.68,0.19,0
Fleuriste,Nord-Pas-de-Calais,2020,3,21.46,0.21,0
Fleuriste,Pays de la Loire,2018,0,26.5,0.26,0
Fleuriste,Pays de la Loire,2018,1,28.25,0.28,0
Fleuriste,Pays de la Loire,2018,2,37.88,0.38,0
Fleuriste,Pays de la Loire,2018,3,30.2,0.3,0
Fleuriste,Pays de la Loire,2018,4,35.88,0.36,0
Fleuriste,Pays de la Loire,2018,5,35.12,0.35,0
Fleuriste,Pays de la Loire,2018,6,29.2,0.29,0
Fleuriste,Pays de la Loire,2018,7,23.62,0.24,0
Fleuriste,Pays de la Loire,2018,8,28.7,0.29,0
Fleuriste,Pays de la Loire,2018,9,25.12,0.25,0
Fleuriste,Pays de la Loire,2018,10,18.62,0.19,0
Fleuriste,Pays de la Loire,2018,11,21.0,0.21,0
Fleuriste,Pays de la Loire,2019,0,23.0,0.23,0
Fleuriste,Pays de la Loire,2019,1,27.75,0.28,0
Fleuriste,Pays de la Loire,2019,2,33.5,0.34,0
Fleuriste,Pays de la Loire,2019,3,35.38,0.35,0
Fleuriste,Pays de la Loire,2019,4,34.88,0.35,0
Fleuriste,Pays de la Loire,2019,5,34.1,0.34,0
Fleuriste,Pays de la Loire,2019,6,31.38,0.31,0
Fleuriste,Pays de la Loire,2019,7,28.5,0.28,0
Fleuriste,Pays de la Loire,2019,8,27.9,0.28,0
Fleuriste,Pays de la Loire,2019,9,21.75,0.22,0
Fleuriste,Pays de la Loire,2019,10,17.62,0.18,0
Fleuriste,Pays de la Loire,2019,11,20.7,0.21,0
Fleuriste,Pays de la Loire,2020,0,31.88,0.32,0
Fleuriste,Pays de la Loire,2020,1,33.75,0.34,0
Fleuriste,Pays de la Loire,2020,2,19.1,0.19,0
Fleuriste,Pays de la Loire,2020,3,9.5,0.1,0
Fleuriste,Picardy,2018,0,22.75,0.23,0
Fleuriste,Picardy,2018,1,38.22,0.38,0
Fleuriste,Picardy,2018,2,33.15,0.33,0
Fleuriste,Picardy,2018,3,28.6,0.29,0
Fleuriste,Picardy,2018,4,31.59,0.32,0
Fleuriste,Picardy,2018,5,28.86,0.29,0
Fleuriste,Picardy,2018,6,18.2,0.18,0
Fleuriste,Picardy,2018,7,26.39,0.26,0
Fleuriste,Picardy,2018,8,23.5,0.24,0
Fleuriste,Picardy,2018,9,26.91,0.27,0
Fleuriste,Picardy,2018,10,19.76,0.2,0
Fleuriste,Picardy,2018,11,11.86,0.12,0
Fleuriste,Picardy,2019,0,18.98,0.19,0
Fleuriste,Picardy,2019,1,27.17,0.27,0
Fleuriste,Picardy,2019,2,33.07,0.33,0
Fleuriste,Picardy,2019,3,34.19,0.34,0
Fleuriste,Picardy,2019,4,34.71,0.35,0
Fleuriste,Picardy,2019,5,32.66,0.33,0
Fleuriste,Picardy,2019,6,26.39,0.26,0
Fleuriste,Picardy,2019,7,30.42,0.3,0
Fleuriste,Picardy,2019,8,25.27,0.25,0
Fleuriste,Picardy,2019,9,18.98,0.19,0
Fleuriste,Picardy,2019,10,22.1,0.22,0
Fleuriste,Picardy,2019,11,15.08,0.15,0
Fleuriste,Picardy,2020,0,18.07,0.18,0
Fleuriste,Picardy,2020,1,23.66,0.24,0
Fleuriste,Picardy,2020,2,16.22,0.16,0
Fleuriste,Picardy,2020,3,21.84,0.22,0
Fleuriste,Poitou-Charentes,2018,0,14.79,0.15,0
Fleuriste,Poitou-Charentes,2018,1,19.76,0.2,0
Fleuriste,Poitou-Charentes,2018,2,23.59,0.24,0
Fleuriste,Poitou-Charentes,2018,3,21.11,0.21,0
Fleuriste,Poitou-Charentes,2018,4,32.64,0.33,0
Fleuriste,Poitou-Charentes,2018,5,22.95,0.23,0
Fleuriste,Poitou-Charentes,2018,6,23.36,0.23,0
Fleuriste,Poitou-Charentes,2018,7,17.98,0.18,0
Fleuriste,Poitou-Charentes,2018,8,20.91,0.21,0
Fleuriste,Poitou-Charentes,2018,9,16.19,0.16,0
Fleuriste,Poitou-Charentes,2018,10,14.79,0.15,0
Fleuriste,Poitou-Charentes,2018,11,12.65,0.13,0
Fleuriste,Poitou-Charentes,2019,0,13.9,0.14,0
Fleuriste,Poitou-Charentes,2019,1,14.66,0.15,0
Fleuriste,Poitou-Charentes,2019,2,20.3,0.2,0
Fleuriste,Poitou-Charentes,2019,3,19.51,0.2,0
Fleuriste,Poitou-Charentes,2019,4,27.16,0.27,0
Fleuriste,Poitou-Charentes,2019,5,19.07,0.19,0
Fleuriste,Poitou-Charentes,2019,6,23.08,0.23,0
Fleuriste,Poitou-Charentes,2019,7,13.39,0.13,0
Fleuriste,Poitou-Charentes,2019,8,20.71,0.21,0
Fleuriste,Poitou-Charentes,2019,9,14.15,0.14,0
Fleuriste,Poitou-Charentes,2019,10,12.24,0.12,0
Fleuriste,Poitou-Charentes,2019,11,10.71,0.11,0
Fleuriste,Poitou-Charentes,2020,0,13.9,0.14,0
Fleuriste,Poitou-Charentes,2020,1,21.29,0.21,0
Fleuriste,Poitou-Charentes,2020,2,12.04,0.12,0
Fleuriste,Poitou-Charentes,2020,3,9.18,0.09,0
Fleuriste,Provence-Alpes-Côte d'Azur,2018,0,21.12,0.21,0
Fleuriste,Provence-Alpes-Côte d'Azur,2018,1,22.04,0.22,0
Fleuriste,Provence-Alpes-Côte d'Azur,2018,2,23.58,0.24,0
Fleuriste,Provence-Alpes-Côte d'Azur,2018,3,19.93,0.2,0
Fleuriste,Provence-Alpes-Côte d'Azur,2018,4,31.06,0.31,0
Fleuriste,Provence-Alpes-Côte d'Azur,2018,5,25.01,0.25,0
Fleuriste,Provence-Alpes-Côte d'Azur,2018,6,19.35,0.19,0
Fleuriste,Provence-Alpes-Côte d'Azur,2018,7,19.68,0.2,0
Fleuriste,Provence-Alpes-Côte d'Azur,2018,8,20.01,0.2,0
Fleuriste,Provence-Alpes-Côte d'Azur,2018,9,16.09,0.16,0
Fleuriste,Provence-Alpes-Côte d'Azur,2018,10,17.12,0.17,0
Fleuriste,Provence-Alpes-Côte d'Azur,2018,11,15.25,0.15,0
Fleuriste,Provence-Alpes-Côte d'Azur,2019,0,19.17,0.19,0
Fleuriste,Provence-Alpes-Côte d'Azur,2019,1,26.04,0.26,0
Fleuriste,Provence-Alpes-Côte d'Azur,2019,2,23.37,0.23,0
Fleuriste,Provence-Alpes-Côte d'Azur,2019,3,24.29,0.24,0
Fleuriste,Provence-Alpes-Côte d'Azur,2019,4,21.83,0.22,0
Fleuriste,Provence-Alpes-Côte d'Azur,2019,5,25.75,0.26,0
Fleuriste,Provence-Alpes-Côte d'Azur,2019,6,18.66,0.19,0
Fleuriste,Provence-Alpes-Côte d'Azur,2019,7,22.45,0.22,0
Fleuriste,Provence-Alpes-Côte d'Azur,2019,8,19.84,0.2,0
Fleuriste,Provence-Alpes-Côte d'Azur,2019,9,15.78,0.16,0
Fleuriste,Provence-Alpes-Côte d'Azur,2019,10,16.2,0.16,0
Fleuriste,Provence-Alpes-Côte d'Azur,2019,11,11.23,0.11,0
Fleuriste,Provence-Alpes-Côte d'Azur,2020,0,18.35,0.18,0
Fleuriste,Provence-Alpes-Côte d'Azur,2020,1,20.5,0.2,0
Fleuriste,Provence-Alpes-Côte d'Azur,2020,2,11.73,0.12,0
Fleuriste,Provence-Alpes-Côte d'Azur,2020,3,14.96,0.15,0
Fleuriste,Rhone-Alpes,2018,0,25.28,0.25,0
Fleuriste,Rhone-Alpes,2018,1,36.48,0.36,0
Fleuriste,Rhone-Alpes,2018,2,28.96,0.29,0
Fleuriste,Rhone-Alpes,2018,3,34.3,0.34,0
Fleuriste,Rhone-Alpes,2018,4,42.24,0.42,0
Fleuriste,Rhone-Alpes,2018,5,32.16,0.32,0
Fleuriste,Rhone-Alpes,2018,6,31.23,0.31,0
Fleuriste,Rhone-Alpes,2018,7,35.68,0.36,0
Fleuriste,Rhone-Alpes,2018,8,28.93,0.29,0
Fleuriste,Rhone-Alpes,2018,9,25.92,0.26,0
Fleuriste,Rhone-Alpes,2018,10,20.8,0.21,0
Fleuriste,Rhone-Alpes,2018,11,22.66,0.23,0
Fleuriste,Rhone-Alpes,2019,0,25.92,0.26,0
Fleuriste,Rhone-Alpes,2019,1,32.0,0.32,0
Fleuriste,Rhone-Alpes,2019,2,29.18,0.29,0
Fleuriste,Rhone-Alpes,2019,3,32.0,0.32,0
Fleuriste,Rhone-Alpes,2019,4,33.12,0.33,0
Fleuriste,Rhone-Alpes,2019,5,30.46,0.3,0
Fleuriste,Rhone-Alpes,2019,6,27.04,0.27,0
Fleuriste,Rhone-Alpes,2019,7,32.0,0.32,0
Fleuriste,Rhone-Alpes,2019,8,28.29,0.28,0
Fleuriste,Rhone-Alpes,2019,9,21.6,0.22,0
Fleuriste,Rhone-Alpes,2019,10,20.96,0.21,0
Fleuriste,Rhone-Alpes,2019,11,23.42,0.23,0
Fleuriste,Rhone-Alpes,2020,0,22.72,0.23,0
Fleuriste,Rhone-Alpes,2020,1,36.96,0.37,0
Fleuriste,Rhone-Alpes,2020,2,19.2,0.19,0
Fleuriste,Rhone-Alpes,2020,3,18.56,0.19,0
Fleuriste,Upper Normandy,2018,0,23.12,0.23,0
Fleuriste,Upper Normandy,2018,1,24.03,0.24,0
Fleuriste,Upper Normandy,2018,2,23.35,0.23,0
Fleuriste,Upper Normandy,2018,3,20.06,0.2,0
Fleuriste,Upper Normandy,2018,4,27.26,0.27,0
Fleuriste,Upper Normandy,2018,5,24.15,0.24,0
Fleuriste,Upper Normandy,2018,6,17.2,0.17,0
Fleuriste,Upper Normandy,2018,7,28.4,0.28,0
Fleuriste,Upper Normandy,2018,8,18.68,0.19,0
Fleuriste,Upper Normandy,2018,9,25.42,0.25,0
Fleuriste,Upper Normandy,2018,10,16.33,0.16,0
Fleuriste,Upper Normandy,2018,11,13.06,0.13,0
Fleuriste,Upper Normandy,2019,0,18.86,0.19,0
Fleuriste,Upper Normandy,2019,1,25.3,0.25,0
Fleuriste,Upper Normandy,2019,2,24.1,0.24,0
Fleuriste,Upper Normandy,2019,3,23.46,0.23,0
Fleuriste,Upper Normandy,2019,4,33.24,0.33,0
Fleuriste,Upper Normandy,2019,5,23.92,0.24,0
Fleuriste,Upper Normandy,2019,6,26.68,0.27,0
Fleuriste,Upper Normandy,2019,7,23.12,0.23,0
Fleuriste,Upper Normandy,2019,8,21.71,0.22,0
Fleuriste,Upper Normandy,2019,9,20.7,0.21,0
Fleuriste,Upper Normandy,2019,10,25.07,0.25,0
Fleuriste,Upper Normandy,2019,11,29.53,0.3,0
Fleuriste,Upper Normandy,2020,0,24.84,0.25,0
Fleuriste,Upper Normandy,2020,1,31.17,0.31,0
Fleuriste,Upper Normandy,2020,2,17.3,0.17,0
Fleuriste,Upper Normandy,2020,3,24.61,0.25,0
Fleuriste Mariage,Alsace,2018,0,12.18,0.12,0
Fleuriste Mariage,Alsace,2018,1,17.74,0.18,0
Fleuriste Mariage,Alsace,2018,2,20.06,0.2,0
Fleuriste Mariage,Alsace,2018,3,29.82,0.3,0
Fleuriste Mariage,Alsace,2018,4,28.98,0.29,0
Fleuriste Mariage,Alsace,2018,5,16.48,0.16,0
Fleuriste Mariage,Alsace,2018,6,19.07,0.19,0
Fleuriste Mariage,Alsace,2018,7,25.72,0.26,0
Fleuriste Mariage,Alsace,2018,8,21.17,0.21,0
Fleuriste Mariage,Alsace,2018,9,6.62,0.07,0
Fleuriste Mariage,Alsace,2018,10,18.48,0.18,0
Fleuriste Mariage,Alsace,2018,11,10.5,0.1,0
Fleuriste Mariage,Alsace,2019,0,17.43,0.17,0
Fleuriste Mariage,Alsace,2019,1,24.57,0.25,0
Fleuriste Mariage,Alsace,2019,2,23.69,0.24,0
Fleuriste Mariage,Alsace,2019,3,19.11,0.19,0
Fleuriste Mariage,Alsace,2019,4,17.95,0.18,0
Fleuriste Mariage,Alsace,2019,5,18.4,0.18,0
Fleuriste Mariage,Alsace,2019,6,30.45,0.3,0
Fleuriste Mariage,Alsace,2019,7,20.79,0.21,0
Fleuriste Mariage,Alsace,2019,8,25.03,0.25,0
Fleuriste Mariage,Alsace,2019,9,14.49,0.14,0
Fleuriste Mariage,Alsace,2019,10,11.66,0.12,0
Fleuriste Mariage,Alsace,2019,11,13.94,0.14,0
Fleuriste Mariage,Alsace,2020,0,18.16,0.18,0
Fleuriste Mariage,Alsace,2020,1,18.9,0.19,0
Fleuriste Mariage,Alsace,2020,2,13.44,0.13,0
Fleuriste Mariage,Alsace,2020,3,19.11,0.19,0
Fleuriste Mariage,Aquitaine,2018,0,30.55,0.31,0
Fleuriste Mariage,Aquitaine,2018,1,25.85,0.26,0
Fleuriste Mariage,Aquitaine,2018,2,25.97,0.26,0
Fleuriste Mariage,Aquitaine,2018,3,34.12,0.34,0
Fleuriste Mariage,Aquitaine,2018,4,39.24,0.39,0
Fleuriste Mariage,Aquitaine,2018,5,31.14,0.31,0
Fleuriste Mariage,Aquitaine,2018,6,25.38,0.25,0
Fleuriste Mariage,Aquitaine,2018,7,22.91,0.23,0
Fleuriste Mariage,Aquitaine,2018,8,21.15,0.21,0
Fleuriste Mariage,Aquitaine,2018,9,22.09,0.22,0
Fleuriste Mariage,Aquitaine,2018,10,22.21,0.22,0
Fleuriste Mariage,Aquitaine,2018,11,11.84,0.12,0
Fleuriste Mariage,Aquitaine,2019,0,18.68,0.19,0
Fleuriste Mariage,Aquitaine,2019,1,37.83,0.38,0
Fleuriste Mariage,Aquitaine,2019,2,31.21,0.31,0
Fleuriste Mariage,Aquitaine,2019,3,23.62,0.24,0
Fleuriste Mariage,Aquitaine,2019,4,31.14,0.31,0
Fleuriste Mariage,Aquitaine,2019,5,22.47,0.22,0
Fleuriste Mariage,Aquitaine,2019,6,24.79,0.25,0
Fleuriste Mariage,Aquitaine,2019,7,24.79,0.25,0
Fleuriste Mariage,Aquitaine,2019,8,25.66,0.26,0
Fleuriste Mariage,Aquitaine,2019,9,23.03,0.23,0
Fleuriste Mariage,Aquitaine,2019,10,22.8,0.23,0
Fleuriste Mariage,Aquitaine,2019,11,14.95,0.15,0
Fleuriste Mariage,Aquitaine,2020,0,19.86,0.2,0
Fleuriste Mariage,Aquitaine,2020,1,28.79,0.29,0
Fleuriste Mariage,Aquitaine,2020,2,21.81,0.22,0
Fleuriste Mariage,Aquitaine,2020,3,8.22,0.08,0
Fleuriste Mariage,Auvergne,2018,0,13.87,0.14,0
Fleuriste Mariage,Auvergne,2018,1,11.88,0.12,0
Fleuriste Mariage,Auvergne,2018,2,12.35,0.12,0
Fleuriste Mariage,Auvergne,2018,3,13.38,0.13,0
Fleuriste Mariage,Auvergne,2018,4,15.39,0.15,0
Fleuriste Mariage,Auvergne,2018,5,19.76,0.2,0
Fleuriste Mariage,Auvergne,2018,6,10.41,0.1,0
Fleuriste Mariage,Auvergne,2018,7,6.65,0.07,0
Fleuriste Mariage,Auvergne,2018,8,11.4,0.11,0
Fleuriste Mariage,Auvergne,2018,9,12.92,0.13,0
Fleuriste Mariage,Auvergne,2018,10,7.32,0.07,0
Fleuriste Mariage,Auvergne,2018,11,9.04,0.09,0
Fleuriste Mariage,Auvergne,2019,0,9.22,0.09,0
Fleuriste Mariage,Auvergne,2019,1,19.76,0.2,0
Fleuriste Mariage,Auvergne,2019,2,13.07,0.13,0
Fleuriste Mariage,Auvergne,2019,3,14.06,0.14,0
Fleuriste Mariage,Auvergne,2019,4,15.01,0.15,0
Fleuriste Mariage,Auvergne,2019,5,18.54,0.19,0
Fleuriste Mariage,Auvergne,2019,6,17.0,0.17,0
Fleuriste Mariage,Auvergne,2019,7,15.3,0.15,0
Fleuriste Mariage,Auvergne,2019,8,13.45,0.13,0
Fleuriste Mariage,Auvergne,2019,9,11.5,0.11,0
Fleuriste Mariage,Auvergne,2019,10,7.03,0.07,0
Fleuriste Mariage,Auvergne,2019,11,9.5,0.1,0
Fleuriste Mariage,Auvergne,2020,0,13.97,0.14,0
Fleuriste Mariage,Auvergne,2020,1,15.77,0.16,0
Fleuriste Mariage,Auvergne,2020,2,3.65,0.04,0
Fleuriste Mariage,Auvergne,2020,3,5.13,0.05,0
Fleuriste Mariage,Brittany,2018,0,21.47,0.21,0
Fleuriste Mariage,Brittany,2018,1,23.56,0.24,0
Fleuriste Mariage,Brittany,2018,2,21.95,0.22,0
Fleuriste Mariage,Brittany,2018,3,19.68,0.2,0
Fleuriste Mariage,Brittany,2018,4,23.56,0.24,0
Fleuriste Mariage,Brittany,2018,5,26.12,0.26,0
Fleuriste Mariage,Brittany,2018,6,18.32,0.18,0
Fleuriste Mariage,Brittany,2018,7,15.1,0.15,0
Fleuriste Mariage,Brittany,2018,8,15.88,0.16,0
Fleuriste Mariage,Brittany,2018,9,15.3,0.15,0
Fleuriste Mariage,Brittany,2018,10,9.41,0.09,0
Fleuriste Mariage,Brittany,2018,11,9.73,0.1,0
Fleuriste Mariage,Brittany,2019,0,19.57,0.2,0
Fleuriste Mariage,Brittany,2019,1,18.05,0.18,0
Fleuriste Mariage,Brittany,2019,2,19.84,0.2,0
Fleuriste Mariage,Brittany,2019,3,21.38,0.21,0
Fleuriste Mariage,Brittany,2019,4,17.86,0.18,0
Fleuriste Mariage,Brittany,2019,5,27.36,0.27,0
Fleuriste Mariage,Brittany,2019,6,14.73,0.15,0
Fleuriste Mariage,Brittany,2019,7,24.04,0.24,0
Fleuriste Mariage,Brittany,2019,8,17.02,0.17,0
Fleuriste Mariage,Brittany,2019,9,17.29,0.17,0
Fleuriste Mariage,Brittany,2019,10,17.95,0.18,0
Fleuriste Mariage,Brittany,2019,11,14.97,0.15,0
Fleuriste Mariage,Brittany,2020,0,23.66,0.24,0
Fleuriste Mariage,Brittany,2020,1,23.37,0.23,0
Fleuriste Mariage,Brittany,2020,2,13.76,0.14,0
Fleuriste Mariage,Brittany,2020,3,9.69,0.1,0
Fleuriste Mariage,Burgundy,2018,0,2.69,0.03,0
Fleuriste Mariage,Burgundy,2018,1,10.94,0.11,0
Fleuriste Mariage,Burgundy,2018,2,15.75,0.16,0
Fleuriste Mariage,Burgundy,2018,3,11.9,0.12,0
Fleuriste Mariage,Burgundy,2018,4,16.56,0.17,0
Fleuriste Mariage,Burgundy,2018,5,10.62,0.11,0
Fleuriste Mariage,Burgundy,2018,6,8.95,0.09,0
Fleuriste Mariage,Burgundy,2018,7,10.38,0.1,0
Fleuriste Mariage,Burgundy,2018,8,12.25,0.12,0
Fleuriste Mariage,Burgundy,2018,9,10.56,0.11,0
Fleuriste Mariage,Burgundy,2018,10,9.38,0.09,0
Fleuriste Mariage,Burgundy,2018,11,7.35,0.07,0
Fleuriste Mariage,Burgundy,2019,0,8.25,0.08,0
Fleuriste Mariage,Burgundy,2019,1,14.75,0.15,0
Fleuriste Mariage,Burgundy,2019,2,11.3,0.11,0
Fleuriste Mariage,Burgundy,2019,3,12.81,0.13,0
Fleuriste Mariage,Burgundy,2019,4,13.19,0.13,0
Fleuriste Mariage,Burgundy,2019,5,10.25,0.1,0
Fleuriste Mariage,Burgundy,2019,6,9.06,0.09,0
Fleuriste Mariage,Burgundy,2019,7,6.88,0.07,0
Fleuriste Mariage,Burgundy,2019,8,9.8,0.1,0
Fleuriste Mariage,Burgundy,2019,9,4.69,0.05,0
Fleuriste Mariage,Burgundy,2019,10,6.94,0.07,0
Fleuriste Mariage,Burgundy,2019,11,5.9,0.06,0
Fleuriste Mariage,Burgundy,2020,0,11.19,0.11,0
Fleuriste Mariage,Burgundy,2020,1,11.5,0.12,0
Fleuriste Mariage,Burgundy,2020,2,7.1,0.07,0
Fleuriste Mariage,Burgundy,2020,3,3.75,0.04,0
Fleuriste Mariage,Centre-Val de Loire,2018,0,13.64,0.14,0
Fleuriste Mariage,Centre-Val de Loire,2018,1,29.81,0.3,0
Fleuriste Mariage,Centre-Val de Loire,2018,2,26.18,0.26,0
Fleuriste Mariage,Centre-Val de Loire,2018,3,22.97,0.23,0
Fleuriste Mariage,Centre-Val de Loire,2018,4,23.54,0.24,0
Fleuriste Mariage,Centre-Val de Loire,2018,5,33.22,0.33,0
Fleuriste Mariage,Centre-Val de Loire,2018,6,21.65,0.22,0
Fleuriste Mariage,Centre-Val de Loire,2018,7,27.94,0.28,0
Fleuriste Mariage,Centre-Val de Loire,2018,8,17.95,0.18,0
Fleuriste Mariage,Centre-Val de Loire,2018,9,21.23,0.21,0
Fleuriste Mariage,Centre-Val de Loire,2018,10,16.94,0.17,0
Fleuriste Mariage,Centre-Val de Loire,2018,11,13.82,0.14,0
Fleuriste Mariage,Centre-Val de Loire,2019,0,18.04,0.18,0
Fleuriste Mariage,Centre-Val de Loire,2019,1,29.04,0.29,0
Fleuriste Mariage,Centre-Val de Loire,2019,2,25.96,0.26,0
Fleuriste Mariage,Centre-Val de Loire,2019,3,21.56,0.22,0
Fleuriste Mariage,Centre-Val de Loire,2019,4,29.92,0.3,0
Fleuriste Mariage,Centre-Val de Loire,2019,5,28.34,0.28,0
Fleuriste Mariage,Centre-Val de Loire,2019,6,20.57,0.21,0
Fleuriste Mariage,Centre-Val de Loire,2019,7,22.22,0.22,0
Fleuriste Mariage,Centre-Val de Loire,2019,8,21.3,0.21,0
Fleuriste Mariage,Centre-Val de Loire,2019,9,9.57,0.1,0
Fleuriste Mariage,Centre-Val de Loire,2019,10,14.41,0.14,0
Fleuriste Mariage,Centre-Val de Loire,2019,11,11.35,0.11,0
Fleuriste Mariage,Centre-Val de Loire,2020,0,19.8,0.2,0
Fleuriste Mariage,Centre-Val de Loire,2020,1,30.03,0.3,0
Fleuriste Mariage,Centre-Val de Loire,2020,2,17.42,0.17,0
Fleuriste Mariage,Centre-Val de Loire,2020,3,13.86,0.14,0
Fleuriste Mariage,Champagne-Ardenne,2018,0,11.16,0.11,0
Fleuriste Mariage,Champagne-Ardenne,2018,1,17.1,0.17,0
Fleuriste Mariage,Champagne-Ardenne,2018,2,20.43,0.2,0
Fleuriste Mariage,Champagne-Ardenne,2018,3,13.32,0.13,0
